Provinsi,Kabupaten/Kota,Jenis Ikan,Volume Produksi,Nilai Produksi,Konsumsi
SULAWESI SELATAN,ENREKANG,SIDAT,100,7000000,0
SULAWESI SELATAN,ENREKANG,TAWES,14.9,298000000,0
SULAWESI SELATAN,ENREKANG,UDANG,1.9,81000000,0
SULAWESI SELATAN,GOWA,BANDENG,142.9,1714800000,3337
SULAWESI SELATAN,GOWA,BETUTU,3720.939,159795000,0
SULAWESI SELATAN,GOWA,BIJI NANGKA,17.11,196450000,0
SULAWESI SELATAN,GOWA,GABUS,2235.356,428475000,34
SULAWESI SELATAN,GOWA,GURAMI,644.85,354600000,0
SULAWESI SELATAN,GOWA,KAKAP,601.977,103080000,0
SULAWESI SELATAN,GOWA,KEMBUNG,75.99,1249690000,1696
SULAWESI SELATAN,GOWA,KURISI,241.165,4961024000,0
SULAWESI SELATAN,GOWA,KUWE,910.547,1188945000,0
SULAWESI SELATAN,GOWA,LAYANG,52.725,635160000,0
SULAWESI SELATAN,GOWA,LELE,1516.219,2242620000,0
SULAWESI SELATAN,GOWA,LEMURU,419.062,94720000,0
SULAWESI SELATAN,GOWA,MAS,265.41,5194200000,0
SULAWESI SELATAN,GOWA,MUJAIR,1043.087,540770000,0
SULAWESI SELATAN,GOWA,NILA,346.403,6928060000,0
SULAWESI SELATAN,GOWA,PEPEREK,918.13,230260000,0
SULAWESI SELATAN,GOWA,RUMPUT LAUT GRACILARIA,102.03,38771400,0
SULAWESI SELATAN,GOWA,TAWES,876.989,478190000,0
SULAWESI SELATAN,GOWA,UDANG,95.77,3710450000,0
SULAWESI SELATAN,JENEPONTO,ALU-ALU,111.2,1625500000,0
SULAWESI SELATAN,JENEPONTO,BANDENG,255.42,73271300000,3304
SULAWESI SELATAN,JENEPONTO,BARONANG,88.6,1772000000,0
SULAWESI SELATAN,JENEPONTO,BAWAL,493.8,4378000000,0
SULAWESI SELATAN,JENEPONTO,BELANAK,38.4,717000000,0
SULAWESI SELATAN,JENEPONTO,BIJI NANGKA,318.62,25739300000,0
SULAWESI SELATAN,JENEPONTO,CAKALANG,517.3,284000000,0
SULAWESI SELATAN,JENEPONTO,CUMI-CUMI,12.4,248000000,0
SULAWESI SELATAN,JENEPONTO,EKOR KUNING,478.1,4781000000,0
SULAWESI SELATAN,JENEPONTO,GULAMAH,157.9,1579000000,0
SULAWESI SELATAN,JENEPONTO,KAKAP,875.5,19886500000,0
SULAWESI SELATAN,JENEPONTO,KAKATUA,99.2,992000000,0
SULAWESI SELATAN,JENEPONTO,KAPAS-KAPAS,596.3,7934500000,0
SULAWESI SELATAN,JENEPONTO,KEMBUNG,913.9,13708500000,1611
SULAWESI SELATAN,JENEPONTO,KERAPU,226.6,99658500000,0
SULAWESI SELATAN,JENEPONTO,KURISI,1216.9,16079600000,0
SULAWESI SELATAN,JENEPONTO,KUWE,909.9,7581500000,0
SULAWESI SELATAN,JENEPONTO,LAYANG,257.6,2576000000,0
SULAWESI SELATAN,JENEPONTO,LAYUR,367.78,1361600000,0
SULAWESI SELATAN,JENEPONTO,LELE,6.651,121915000,0
SULAWESI SELATAN,JENEPONTO,LEMURU,378.8,3788000000,0
SULAWESI SELATAN,JENEPONTO,LENCAM,236.2,70605000000,0
SULAWESI SELATAN,JENEPONTO,LOBSTER,157.01,20547450000,0
SULAWESI SELATAN,JENEPONTO,MANYUNG,39.4,394000000,0
SULAWESI SELATAN,JENEPONTO,MAS,8.06,172050000,0
SULAWESI SELATAN,JENEPONTO,NILA,5.38,117500000,0
SULAWESI SELATAN,JENEPONTO,PARI,1286,12860000000,0
SULAWESI SELATAN,JENEPONTO,PEPEREK,283.6,2836000000,0
SULAWESI SELATAN,JENEPONTO,RAJUNGAN,463.4,14591000000,0
SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT COTTONII,0,821741572500,0
SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT SPINOSUM,0,8826229750,0
SULAWESI SELATAN,JENEPONTO,SELAR,391.5,4583900000,356
SULAWESI SELATAN,JENEPONTO,SWANGGI,333.2,3332000000,0
SULAWESI SELATAN,JENEPONTO,TALANG-TALANG,77.7,777000000,0
SULAWESI SELATAN,JENEPONTO,TERI,36.4,454500000,1897
SULAWESI SELATAN,JENEPONTO,TONGKOL,33.9,466200000,0
SULAWESI SELATAN,JENEPONTO,UDANG,1310.15,87134600000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,ALU-ALU,1001.7,2774521824,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,BANDENG,52.151,1043020000,440
SULAWESI SELATAN,KEPULAUAN SELAYAR,BARONANG,2198.8,17492851269,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,BAWAL,203.5,3741794529,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,BELANAK,940,2555675581,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,BIJI NANGKA,889.5,5090411926,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,CAKALANG,480.8,8567199319,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,CUMI-CUMI,1036.1,19691035298,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,EKOR KUNING,60.2,1021629715,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,GEROT-GEROT,279.8,3996924045,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,GURITA,120.9,2984939079,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,HIU,26.7,267000000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,IKAN LAINNYA,2398,13552252375,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,JULUNG-JULUNG,1158.6,17958279491,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KAKAP,2105.2,29245529727,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KAKATUA,1043,2351740302,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KAPAS-KAPAS,10.4,158000001,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KEMBUNG,2131,16583499803,1837
SULAWESI SELATAN,KEPULAUAN SELAYAR,KEPITING,18.8,672122297,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KERAPU,2613.989,93123277998,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KERONG-KERONG,29.3,404645708,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KURISI,286.3,5227420570,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,KUWE,1725.5,9797621417,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LAYANG,908.2,8191121661,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LAYARAN,826.9,277000000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LAYUR,1022.5,1361156816,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LELE,570,11400000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LEMADANG,199.4,3000205313,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LEMURU,429.3,7226952473,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LENCAM,1967.8,36298421082,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,LOBSTER,421.765,2596286407,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,MANYUNG,601.3,25000000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,MARLIN,1226.2,289500001,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,PARI,9.3,112419636,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,PEPEREK,225.7,3453344537,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,PISANG-PISANG,6.2,91500002,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,RAJUNGAN,25.8,778599399,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT COTTONII,511.12,2044480000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT SPINOSUM,130.948,130948000,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,SARDEN,320.8,3379543954,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,SELAR,655.1,11427039626,1039
SULAWESI SELATAN,KEPULAUAN SELAYAR,SLENGSENG,189.6,2139757458,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,SOTONG,40.1,959999989,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,SUNGLIR,1016.4,3798085349,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,SWANGGI,19.2,332096203,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,TALANG-TALANG,247.1,4011935065,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,TENGGIRI,161.5,3578189213,44
SULAWESI SELATAN,KEPULAUAN SELAYAR,TERBANG,92,1516754460,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,TERI,521.1,7038913160,1002
SULAWESI SELATAN,KEPULAUAN SELAYAR,TERIPANG,66.2,4825020499,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,TONGKOL,1144.3,19211803828,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,TUNA,1167.4,15273591097,0
SULAWESI SELATAN,KEPULAUAN SELAYAR,UDANG,867.333,3669136550,0
SULAWESI SELATAN,KOTA MAKASSAR,BANDENG,193.35,6291215000,4400
SULAWESI SELATAN,KOTA MAKASSAR,BARONANG,883.2,34444800000,0
SULAWESI SELATAN,KOTA MAKASSAR,CAKALANG,615.68,22164480000,0
SULAWESI SELATAN,KOTA MAKASSAR,CUMI-CUMI,362.9,18145000000,0
SULAWESI SELATAN,KOTA MAKASSAR,KAKAP,1851.82,74072800000,0
SULAWESI SELATAN,KOTA MAKASSAR,KEMBUNG,991.3,29739000000,2375
SULAWESI SELATAN,KOTA MAKASSAR,KEPITING,27.45,960750000,0
SULAWESI SELATAN,KOTA MAKASSAR,KERAPU,512.5,70108000000,0
SULAWESI SELATAN,KOTA MAKASSAR,KURISI,2445,36675000000,0
SULAWESI SELATAN,KOTA MAKASSAR,KUWE,1726.8,62164800000,0
SULAWESI SELATAN,KOTA MAKASSAR,LAYANG,1014.9,15223500000,0
SULAWESI SELATAN,KOTA MAKASSAR,LELE,773.568,14573778000,0
SULAWESI SELATAN,KOTA MAKASSAR,LEMURU,1295.4,12954000000,0
SULAWESI SELATAN,KOTA MAKASSAR,LENCAM,833.4,20835000000,0
SULAWESI SELATAN,KOTA MAKASSAR,MAS,11.246,338698000,0
SULAWESI SELATAN,KOTA MAKASSAR,NILA,149.285,5008194350,0
SULAWESI SELATAN,KOTA MAKASSAR,RAJUNGAN,1138.95,39863250000,0
SULAWESI SELATAN,KOTA MAKASSAR,SELAR,2620.2,52404000000,449
SULAWESI SELATAN,KOTA MAKASSAR,TERI,207.1,2485200000,2324
SULAWESI SELATAN,KOTA MAKASSAR,TONGKOL,859.4,21485000000,0
SULAWESI SELATAN,KOTA MAKASSAR,TUNA,26.1,939600000,0
SULAWESI SELATAN,KOTA MAKASSAR,UDANG,428.615,50553809250,0
SULAWESI SELATAN,KOTA PALOPO,BANDENG,0,19070375000,2929
SULAWESI SELATAN,KOTA PALOPO,BARONANG,119.8,4193000000,0
SULAWESI SELATAN,KOTA PALOPO,BAWAL,13.06,457100000,0
SULAWESI SELATAN,KOTA PALOPO,BELANAK,965.14,9651400000,0
SULAWESI SELATAN,KOTA PALOPO,CAKALANG,601.04,6010400000,0
SULAWESI SELATAN,KOTA PALOPO,CUMI-CUMI,206.98,7244300000,0
SULAWESI SELATAN,KOTA PALOPO,GOLOK-GOLOK,420.7,4207000000,0
SULAWESI SELATAN,KOTA PALOPO,IKAN LAINNYA,307.32,3073200000,0
SULAWESI SELATAN,KOTA PALOPO,KACI-KACI,148.18,5186300000,0
SULAWESI SELATAN,KOTA PALOPO,KAKAP,79.27,2177150000,0
SULAWESI SELATAN,KOTA PALOPO,KEMBUNG,1688.93,79496200000,1396
SULAWESI SELATAN,KOTA PALOPO,KEPITING,513.21,22977700000,0
SULAWESI SELATAN,KOTA PALOPO,KERAPU,35.86,1255100000,0
SULAWESI SELATAN,KOTA PALOPO,KERONG-KERONG,400.44,4004400000,0
SULAWESI SELATAN,KOTA PALOPO,KURISI,58.2,873000000,0
SULAWESI SELATAN,KOTA PALOPO,KUWE,453.49,13604700000,0
SULAWESI SELATAN,KOTA PALOPO,LAYANG,264.45,5289000000,0
SULAWESI SELATAN,KOTA PALOPO,LAYUR,81.38,813800000,0
SULAWESI SELATAN,KOTA PALOPO,LELE,34.1,532050000,0
SULAWESI SELATAN,KOTA PALOPO,LEMURU,716.64,7166400000,0
SULAWESI SELATAN,KOTA PALOPO,LENCAM,62.86,1571500000,0
SULAWESI SELATAN,KOTA PALOPO,MANYUNG,67.89,678900000,0
SULAWESI SELATAN,KOTA PALOPO,MAS,105.458,3043990000,0
SULAWESI SELATAN,KOTA PALOPO,MUJAIR,26.6,399000000,0
SULAWESI SELATAN,KOTA PALOPO,NILA,31.9,478500000,0
SULAWESI SELATAN,KOTA PALOPO,PEPEREK,311.36,3113600000,0
SULAWESI SELATAN,KOTA PALOPO,RAJUNGAN,16.9,760500000,0
SULAWESI SELATAN,KOTA PALOPO,REJUNG,130.74,1307400000,0
SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT COTTONII,0,48434284500,0
SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT GRACILARIA,0,253095423000,0
SULAWESI SELATAN,KOTA PALOPO,SELAR,2268.74,119790800000,1834
SULAWESI SELATAN,KOTA PALOPO,TALANG-TALANG,231.16,2311600000,0
SULAWESI SELATAN,KOTA PALOPO,TENGGIRI,584.62,17538600000,94
SULAWESI SELATAN,KOTA PALOPO,TERI,1286.7,25026400000,1868
SULAWESI SELATAN,KOTA PALOPO,TERUBUK,173.95,1739500000,0
SULAWESI SELATAN,KOTA PALOPO,TONGKOL,456.56,9131200000,0
SULAWESI SELATAN,KOTA PALOPO,UDANG,978.862,36545475000,0
SULAWESI SELATAN,KOTA PARE PARE,BARONANG,240.2,1522500000,0
SULAWESI SELATAN,KOTA PARE PARE,BELANAK,34.7,804000000,0
SULAWESI SELATAN,KOTA PARE PARE,CAKALANG,1142,28550000000,0
SULAWESI SELATAN,KOTA PARE PARE,CUMI-CUMI,701.5,89000000,0
SULAWESI SELATAN,KOTA PARE PARE,KAKAP,156.1,3395000000,0
SULAWESI SELATAN,KOTA PARE PARE,KEMBUNG,15.1,425000000,0
SULAWESI SELATAN,KOTA PARE PARE,KERAPU,653.2,2690000000,0
SULAWESI SELATAN,KOTA PARE PARE,KERONG-KERONG,3.3,82500000,0
SULAWESI SELATAN,KOTA PARE PARE,KURISI,1.3,31000000,0
SULAWESI SELATAN,KOTA PARE PARE,KUWE,323.5,14013500000,0
SULAWESI SELATAN,KOTA PARE PARE,LAYANG,418.4,7939000000,0
SULAWESI SELATAN,KOTA PARE PARE,LELE,21.187,286024500,0
SULAWESI SELATAN,KOTA PARE PARE,LEMADANG,5.9,169500000,0
SULAWESI SELATAN,KOTA PARE PARE,LEMURU,18.6,186000000,0
SULAWESI SELATAN,KOTA PARE PARE,LENCAM,862.9,9222500000,0
SULAWESI SELATAN,KOTA PARE PARE,NILA,635,15875000,0
SULAWESI SELATAN,KOTA PARE PARE,PEPEREK,18.7,280500000,0
SULAWESI SELATAN,KOTA PARE PARE,SARDEN,7,70000000,0
SULAWESI SELATAN,KOTA PARE PARE,TENGGIRI,10.1,365500000,0
SULAWESI SELATAN,KOTA PARE PARE,TERI,72.6,1386300000,0
SULAWESI SELATAN,KOTA PARE PARE,TUNA,543.7,27185000000,0
SULAWESI SELATAN,KOTA PARE PARE,UDANG,13.452,699504000,0
SULAWESI SELATAN,LUWU,ALU-ALU,662.3,9695400000,0
SULAWESI SELATAN,LUWU,BANDENG,0,179837574000,2867
SULAWESI SELATAN,LUWU,BARONANG,567.8,11139300000,0
SULAWESI SELATAN,LUWU,BAWAL,38.9,778000000,0
SULAWESI SELATAN,LUWU,BELANAK,413.8,7448400000,0
SULAWESI SELATAN,LUWU,BIJI NANGKA,357.6,5676900000,0
SULAWESI SELATAN,LUWU,CAKALANG,2865.3,51575400000,0
SULAWESI SELATAN,LUWU,CUMI-CUMI,129.9,26401700000,0
SULAWESI SELATAN,LUWU,EKOR KUNING,165.1,3041400000,0
SULAWESI SELATAN,LUWU,GEROT-GEROT,22.9,343500000,0
SULAWESI SELATAN,LUWU,JULUNG-JULUNG,349.1,5236500000,0
SULAWESI SELATAN,LUWU,KAKAP,832.8,16656000000,0
SULAWESI SELATAN,LUWU,KAKATUA,20.8,312000000,0
SULAWESI SELATAN,LUWU,KEMBUNG,480.8,8654400000,1197
SULAWESI SELATAN,LUWU,KEPITING,602.7,82500000,0
SULAWESI SELATAN,LUWU,KERAPU,720.006,16427850000,0
SULAWESI SELATAN,LUWU,KERONG-KERONG,190.7,2860500000,0
SULAWESI SELATAN,LUWU,KURISI,113.5,1475500000,0
SULAWESI SELATAN,LUWU,KURO,140.7,2110500000,0
SULAWESI SELATAN,LUWU,KUWE,668.5,16712500000,0
SULAWESI SELATAN,LUWU,LAYANG,35.7,535500000,0
SULAWESI SELATAN,LUWU,LAYARAN,225.8,3387000000,0
SULAWESI SELATAN,LUWU,LAYUR,459.5,6892500000,0
SULAWESI SELATAN,LUWU,LELE,66.492,1221828000,0
SULAWESI SELATAN,LUWU,LEMADANG,320.7,4810500000,0
SULAWESI SELATAN,LUWU,LEMURU,668.2,10178000000,0
SULAWESI SELATAN,LUWU,LENCAM,890.194,14243104000,0
SULAWESI SELATAN,LUWU,LOBSTER,10.7,374500000,0
SULAWESI SELATAN,LUWU,MANYUNG,55.1,826500000,0
SULAWESI SELATAN,LUWU,MAS,640.374,17467605000,0
SULAWESI SELATAN,LUWU,NILA,841.496,977990000,0
SULAWESI SELATAN,LUWU,PARI,43.9,713500000,0
SULAWESI SELATAN,LUWU,PEPEREK,268.1,4021500000,0
SULAWESI SELATAN,LUWU,RUMPUT LAUT GRACILARIA,0,401149190000,0
SULAWESI SELATAN,LUWU,RUMPUT LAUT SPINOSUM,0,872078560000,0
SULAWESI SELATAN,LUWU,SEBELAH,27.9,558000000,0
SULAWESI SELATAN,LUWU,SELAR,208.9,3133500000,46
SULAWESI SELATAN,LUWU,SOTONG,804.5,79500000,0
SULAWESI SELATAN,LUWU,SUNGLIR,155.8,2337000000,0
SULAWESI SELATAN,LUWU,SWANGGI,77.2,1003600000,0
SULAWESI SELATAN,LUWU,TALANG-TALANG,26.9,371900000,0
SULAWESI SELATAN,LUWU,TENGGIRI,1170.8,18997300000,126
SULAWESI SELATAN,LUWU,TERI,115.4,28265400000,1851
SULAWESI SELATAN,LUWU,TONGKOL,774.8,11203600000,0
SULAWESI SELATAN,LUWU,TUNA,1589.2,26975000000,0
SULAWESI SELATAN,LUWU,UDANG,500,189008355000,0
SULAWESI SELATAN,LUWU TIMUR,BANDENG,0,114602000000,2991
SULAWESI SELATAN,LUWU TIMUR,BARONANG,272.096,4438580000,0
SULAWESI SELATAN,LUWU TIMUR,BAWAL AIR TAWAR,11.9,416500000,0
SULAWESI SELATAN,LUWU TIMUR,BELANAK,269.4,4041000000,0
SULAWESI SELATAN,LUWU TIMUR,BETOK,2.2,19800000,0
SULAWESI SELATAN,LUWU TIMUR,BILIH,90.3,784500000,0
SULAWESI SELATAN,LUWU TIMUR,BOTIA,201.2,21000000,0
SULAWESI SELATAN,LUWU TIMUR,CAKALANG,766.9,13742700000,0
SULAWESI SELATAN,LUWU TIMUR,CUMI-CUMI,26.9,403500000,0
SULAWESI SELATAN,LUWU TIMUR,GABUS,903.5,110000000,536
SULAWESI SELATAN,LUWU TIMUR,GEROT-GEROT,3.9,58500000,0
SULAWESI SELATAN,LUWU TIMUR,GURAMI,21.1,422000000,0
SULAWESI SELATAN,LUWU TIMUR,KAKAP,382.4,8265200000,0
SULAWESI SELATAN,LUWU TIMUR,KEMBUNG,870.2,66162500000,965
SULAWESI SELATAN,LUWU TIMUR,KEPITING,470,14975600000,0
SULAWESI SELATAN,LUWU TIMUR,KERAPU,350.8,10524000000,0
SULAWESI SELATAN,LUWU TIMUR,KERONG-KERONG,346.1,6229800000,0
SULAWESI SELATAN,LUWU TIMUR,KURISI,146,2336000000,0
SULAWESI SELATAN,LUWU TIMUR,KUWE,780.8,18075600000,0
SULAWESI SELATAN,LUWU TIMUR,LELE,257.107,7713210000,0
SULAWESI SELATAN,LUWU TIMUR,LEMURU,534.3,28443000000,0
SULAWESI SELATAN,LUWU TIMUR,MAS,1636.799,14265470000,0
SULAWESI SELATAN,LUWU TIMUR,MUJAIR,137.9,2068500000,0
SULAWESI SELATAN,LUWU TIMUR,NILA,349.002,9050060000,0
SULAWESI SELATAN,LUWU TIMUR,PARANG,100,2000000,0
SULAWESI SELATAN,LUWU TIMUR,PARI,57.5,862500000,0
SULAWESI SELATAN,LUWU TIMUR,PEPEREK,269,4035000000,0
SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT COTTONII,0,235993601200,0
SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT GRACILARIA,0,66076875000,0
SULAWESI SELATAN,LUWU TIMUR,TENGGIRI,301.4,43700000,1
SULAWESI SELATAN,LUWU TIMUR,TERI,646.9,10997300000,1209
SULAWESI SELATAN,LUWU TIMUR,TONGKOL,699.1,10486500000,0
SULAWESI SELATAN,LUWU TIMUR,UDANG,35.8,157184400000,0
SULAWESI SELATAN,LUWU UTARA,BANDENG,0,112515150000,3399
SULAWESI SELATAN,LUWU UTARA,BARONANG,69.777,2255425000,0
SULAWESI SELATAN,LUWU UTARA,BAWAL,532.6,827500000,0
SULAWESI SELATAN,LUWU UTARA,BELANAK,525.4,647500000,0
SULAWESI SELATAN,LUWU UTARA,BIJI NANGKA,612.8,2507500000,0
SULAWESI SELATAN,LUWU UTARA,CAKALANG,230,906000000,0
SULAWESI SELATAN,LUWU UTARA,EKOR KUNING,2112.2,357500000,0
SULAWESI SELATAN,LUWU UTARA,GABUS,18.944,378880000,720
SULAWESI SELATAN,LUWU UTARA,GEROT-GEROT,1533.8,1059000000,0
SULAWESI SELATAN,LUWU UTARA,KAKAP,1097.317,6786425000,0
SULAWESI SELATAN,LUWU UTARA,KEMBUNG,1227.5,5712500000,2014
SULAWESI SELATAN,LUWU UTARA,KERAPU,3757,2124500000,0
SULAWESI SELATAN,LUWU UTARA,KERONG-KERONG,646,932000000,0
SULAWESI SELATAN,LUWU UTARA,KUWE,2045.6,4425000000,0
SULAWESI SELATAN,LUWU UTARA,LAYANG,1486.7,2202500000,0
SULAWESI SELATAN,LUWU UTARA,LAYUR,1562.7,1605000000,0
SULAWESI SELATAN,LUWU UTARA,LELE,83.98,1259700000,0
SULAWESI SELATAN,LUWU UTARA,LEMURU,1750.5,3269000000,0
SULAWESI SELATAN,LUWU UTARA,MAS,1075.752,44005040000,0
SULAWESI SELATAN,LUWU UTARA,MUJAIR,63.729,1157155000,0
SULAWESI SELATAN,LUWU UTARA,NILA,685.62,22664565000,0
SULAWESI SELATAN,LUWU UTARA,PEPEREK,553.1,1072000000,0
SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT COTTONII,0,93343294800,0
SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT GRACILARIA,0,110789537500,0
SULAWESI SELATAN,LUWU UTARA,SEBELAH,51.5,1030000000,0
SULAWESI SELATAN,LUWU UTARA,SELAR,794,5838000000,455
SULAWESI SELATAN,LUWU UTARA,TENGGIRI,21.6,756000000,69
SULAWESI SELATAN,LUWU UTARA,TERI,1369.6,1418000000,1105
SULAWESI SELATAN,LUWU UTARA,TONGKOL,1128.8,1046500000,0
SULAWESI SELATAN,LUWU UTARA,TUNA,25.8,903000000,0
SULAWESI SELATAN,LUWU UTARA,UDANG,164.9,87405550000,0
SULAWESI SELATAN,MAROS,BANDENG,11.906,257919710000,4800
SULAWESI SELATAN,MAROS,BARONANG,68.9,1378000000,0
SULAWESI SELATAN,MAROS,BAWAL AIR TAWAR,2.1,52500000,0
SULAWESI SELATAN,MAROS,BELANAK,313.8,3677100000,0
SULAWESI SELATAN,MAROS,BIJI NANGKA,19.5,313000000,0
SULAWESI SELATAN,MAROS,CUMI-CUMI,87.4,2622000000,0
SULAWESI SELATAN,MAROS,EKOR KUNING,27.3,491400000,0
SULAWESI SELATAN,MAROS,GABUS,932.9,561835000,200
SULAWESI SELATAN,MAROS,GULAMAH,364.2,6555600000,0
SULAWESI SELATAN,MAROS,KACI-KACI,33.6,672000000,0
SULAWESI SELATAN,MAROS,KAKAP,455.8,9116000000,0
SULAWESI SELATAN,MAROS,KEMBUNG,235.1,23466600000,2039
SULAWESI SELATAN,MAROS,KEPITING,297.3,12192000000,0
SULAWESI SELATAN,MAROS,KURISI,300,5400000000,0
SULAWESI SELATAN,MAROS,LAYANG,390.9,7036200000,0
SULAWESI SELATAN,MAROS,LELE,200.897,2803061000,0
SULAWESI SELATAN,MAROS,LEMURU,589,6401000000,0
SULAWESI SELATAN,MAROS,MAS,429.516,7161400000,0
SULAWESI SELATAN,MAROS,MUJAIR,1209.5,17326000000,0
SULAWESI SELATAN,MAROS,NILA,1334.507,33121165000,0
SULAWESI SELATAN,MAROS,PATIN,2.09,52250000,0
SULAWESI SELATAN,MAROS,PEPEREK,33.9,339000000,0
SULAWESI SELATAN,MAROS,RAJUNGAN,407.8,106147500000,0
SULAWESI SELATAN,MAROS,RUMPUT LAUT COTTONII,39.999,119997000,0
SULAWESI SELATAN,MAROS,RUMPUT LAUT GRACILARIA,0,10407760000,0
SULAWESI SELATAN,MAROS,RUMPUT LAUT SPINOSUM,15.999,35997750,0
SULAWESI SELATAN,MAROS,SELAR,377.9,6802200000,478
SULAWESI SELATAN,MAROS,TAWES,109.4,1535000000,0
SULAWESI SELATAN,MAROS,TERI,56.6,679200000,2123
SULAWESI SELATAN,MAROS,TONGKOL,396.7,6261000000,0
SULAWESI SELATAN,MAROS,UDANG,962.1,259615000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BANDENG,0,270220000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BARONANG,384,12506151900,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BAWAL,249.3,3739500000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BAWAL AIR TAWAR,3.9,97500000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BELANAK,158.3,2405057200,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BETOK,40,1000000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,BIJI NANGKA,105.6,2204000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,CAKALANG,757.4,13284564600,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,CUMI-CUMI,905,31675000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,GEROT-GEROT,120.9,2418000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,GULAMAH,162.4,4060000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,HIU,19.9,398000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,IKAN LAINNYA,1364.6,33348677600,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KACI-KACI,141.9,3547500000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KAKAP,612.2,18791148600,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KEMBUNG,210,9276610300,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KEPITING,114.8,4018000000,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KERAPU,2805.1,191278669800,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KERONG-KERONG,32.4,668582800,0
SULAWESI SELATAN,PANGKAJENE KEPULAUAN,KURO,183.1,4577500000,0
